update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
35,4480,134400,0,714,726,714,726,0.03,-0.02,0.05364583333333333,0.030208333333333334,0.7713541666666667,-0.017466621124185622,-0.003825852007139474,0.06390409590676427,0.7598803043365479
36,4608,138240,0,745,761,745,761,0.03,-0.02,0.06510416666666667,0.0234375,0.7583333333333333,-0.032080333796329796,-0.005172955192392692,0.03637312329374254,0.7515657059848309
37,4736,142080,0,778,791,778,791,0.03,-0.02,0.052083333333333336,0.0203125,0.7893229166666667,-0.03515211527701467,-0.005306662656948902,0.021167423576116562,0.6738194189965725
38,4864,145920,0,813,824,813,824,0.03,-0.02,0.05364583333333333,0.022135416666666668,0.8065104166666667,-0.03521923802327365,-0.008433365554083139,0.019381403806619346,0.607942920178175
39,4992,149760,0,844,858,844,858,0.03,-0.02,0.04895833333333333,0.0171875,0.8260416666666667,-0.03214548609685153,-0.009160117653664201,0.01805312786018476,0.5335322134196758
40,5000,150000,1,0,0,846,860,0.03,-0.02,0.058333333333333334,0.0375,0.8208333333333333,0.5987713932991028,-0.0025985024500769782,1.267049789428711,0.5359164923429489
41,5128,153840,1,22,38,868,898,0.03,-0.02,0.039322916666666666,0.023958333333333335,0.8322916666666667,-0.019478847621940076,-0.00469368085032329,0.032550892676226795,0.5176768973469734
42,5256,157680,1,61,76,907,936,0.03,-0.02,0.038802083333333334,0.027864583333333335,0.8557291666666667,-0.02124674478545785,-0.005085787095595151,0.024325988837517798,0.4720658753067255
43,5384,161520,1,98,113,944,973,0.03,-0.02,0.029427083333333333,0.02578125,0.8671875,-0.019316043821163476,-0.005400040041422471,0.025866484502330422,0.4474874474108219
44,5512,165360,1,134,148,980,1008,0.03,-0.02,0.029947916666666668,0.025520833333333333,0.8638020833333333,-0.020133125071879476,-0.005990696983644739,0.02251967357005924,0.42337108962237835
45,5640,169200,1,175,187,1021,1047,0.03,-0.02,0.022135416666666668,0.025260416666666667,0.8875,-0.015602943545673043,-0.004270142148016021,0.02356885210610926,0.38528713025152683
46,5768,173040,1,212,226,1058,1086,0.03,-0.02,0.020833333333333332,0.026822916666666665,0.8924479166666667,-0.015345461491961032,-0.004156394428719068,0.0217596193542704,0.3678146190941334
47,5896,176880,1,249,262,1095,1122,0.03,-0.02,0.01640625,0.026302083333333334,0.8828125,-0.014083404501434416,-0.004401776473969221,0.02056593250017613,0.33274324983358383
48,6024,180720,1,288,301,1134,1161,0.03,-0.02,0.013802083333333333,0.022135416666666668,0.8966145833333333,-0.010217537288554013,-0.00292093469761312,0.02232401946093887,0.30764354951679707
49,6152,184560,1,330,341,1176,1201,0.03,-0.02,0.0109375,0.027604166666666666,0.90859375,-0.010200356133282185,-0.0031578398011333775,0.019837609957903624,0.2826886996626854
50,6280,188400,1,369,383,1215,1243,0.03,-0.02,0.01640625,0.026822916666666665,0.8958333333333334,-0.010104627581313252,-0.0027071189979324117,0.02096406847704202,0.29799238964915276
51,6408,192240,1,408,423,1254,1283,0.03,-0.02,0.0171875,0.027083333333333334,0.896875,-0.011386053811293095,-0.0035944102855864912,0.019700075616128743,0.2940280232578516
52,6536,196080,1,449,463,1295,1323,0.03,-0.02,0.015104166666666667,0.030729166666666665,0.8934895833333333,-0.009079075593035668,-0.0010160417150473222,0.02034472010564059,0.3039232362061739
53,6664,199920,1,483,489,1329,1349,0.03,-0.02,0.020833333333333332,0.08776041666666666,0.8239583333333333,-0.006967549212276936,-0.0050910516365547664,0.04707578010857105,0.42357312701642513
54,6792,203760,1,520,533,1366,1393,0.03,-0.02,0.02421875,0.07135416666666666,0.83359375,-0.006451888708397746,-0.0038540069945156574,0.043373188469558954,0.40474128536880016
55,6920,207600,1,557,571,1403,1431,0.03,-0.02,0.013020833333333334,0.026041666666666668,0.8903645833333333,-0.01247214135946706,-0.004835685627767816,0.021697919815778732,0.3080902751535177
56,7048,211440,1,594,608,1440,1468,0.03,-0.02,0.0125,0.025,0.8911458333333333,-0.013134471839293838,-0.004658846777601866,0.02101064845919609,0.3163491655141115
57,7176,215280,1,634,644,1480,1504,0.03,-0.02,0.013802083333333333,0.02734375,0.8875,-0.012215047259815037,-0.0026122821727767587,0.017699372372590005,0.3075408600270748
58,7304,219120,1,676,688,1522,1548,0.03,-0.02,0.020572916666666666,0.03125,0.8619791666666666,-0.013966192142106593,-0.00431618039146997,0.023400535341352224,0.35583800077438354
59,7432,222960,1,719,729,1565,1589,0.03,-0.02,0.0203125,0.028645833333333332,0.8638020833333333,-0.011839253245852888,-0.0030919789569452405,0.02426620339974761,0.3480062782764435
60,7560,226800,1,754,769,1600,1629,0.03,-0.02,0.015885416666666666,0.023958333333333335,0.8723958333333334,-0.01288622454740107,-0.005607157771009952,0.022018408169969916,0.30480452440679073
61,7688,230640,1,794,805,1640,1665,0.03,-0.02,0.01484375,0.030208333333333334,0.8713541666666667,-0.01362448773579672,-0.005806243541883305,0.018965178285725415,0.2883472219109535
62,7816,234480,1,831,850,1677,1710,0.03,-0.02,0.01328125,0.02734375,0.8763020833333334,-0.011286950786598027,-0.00502256651816424,0.023725536768324673,0.3021192215383053
63,7944,238320,1,874,889,1720,1749,0.03,-0.02,0.0171875,0.028385416666666666,0.8666666666666667,-0.012869039783254266,-0.005052759632235393,0.02031627274118364,0.2995736077427864
64,8072,242160,1,920,932,1766,1792,0.03,-0.02,0.019270833333333334,0.032552083333333336,0.8614583333333333,-0.012752071430440992,-0.004444027877980261,0.02137352724093944,0.31658012978732586
65,8200,246000,1,955,971,1801,1831,0.03,-0.02,0.016145833333333335,0.027083333333333334,0.8796875,-0.012154977826867253,-0.004386654694826575,0.020183642394840717,0.29766907915472984
66,8328,249840,1,993,1008,1839,1868,0.03,-0.02,0.01171875,0.026041666666666668,0.8791666666666667,-0.01014058879809454,-0.005032576620578766,0.027410593582317233,0.3135551568120718
67,8456,253680,1,1031,1050,1877,1910,0.03,-0.02,0.01328125,0.028645833333333332,0.8807291666666667,-0.009591551672201604,-0.003404589428100735,0.02356510201934725,0.29949190095067024
68,8584,257520,1,1073,1088,1919,1948,0.03,-0.02,0.0140625,0.02734375,0.87890625,-0.014622973394580185,-0.005625452773529105,0.01866679801605642,0.3055153414607048
69,8712,261360,1,1112,1126,1958,1986,0.03,-0.02,0.020052083333333335,0.02734375,0.8747395833333333,-0.014131207019090652,-0.0046293224731925875,0.018380835885182023,0.3115383815020323
70,8840,265200,1,1151,1164,1997,2024,0.03,-0.02,0.022135416666666668,0.027604166666666666,0.8549479166666667,-0.01131784642348066,-0.005326059676008299,0.027193713816814125,0.3264773953706026
71,8968,269040,1,1192,1207,2038,2067,0.03,-0.02,0.01484375,0.027864583333333335,0.8802083333333334,-0.008389731810893863,-0.002325890636711847,0.02400802623014897,0.30113091692328453
72,9096,272880,1,1238,1248,2084,2108,0.03,-0.02,0.01640625,0.03177083333333333,0.8591145833333333,-0.014552795852068812,-0.005710731682484038,0.0196841589640826,0.31140238977968693
73,9224,276720,1,1275,1289,2121,2149,0.03,-0.02,0.012760416666666666,0.0234375,0.86171875,-0.01450674468651414,-0.0051462549599818885,0.01713197847129777,0.2987746596336365
74,9352,280560,1,1319,1327,2165,2187,0.03,-0.02,0.009895833333333333,0.028645833333333332,0.88515625,-0.009826780704315752,-0.0027819857059512287,0.016793771006632596,0.2573613375425339
75,9480,284400,1,1356,1370,2202,2230,0.03,-0.02,0.010416666666666666,0.026302083333333334,0.8833333333333333,-0.010369644092861563,-0.0034400516597088426,0.016567397105973214,0.253554854542017
76,9608,288240,1,1393,1404,2239,2264,0.03,-0.02,0.013541666666666667,0.03671875,0.85625,-0.009822054125834256,-0.005190842079173308,0.026375732850283384,0.29698464274406433
77,9736,292080,1,1420,1431,2266,2291,0.03,-0.02,0.017708333333333333,0.14869791666666668,0.7575520833333333,-0.005039654846768826,-0.004062608029926196,0.05183502472937107,0.44824265874922276
78,9864,295920,1,1445,1452,2291,2312,0.03,-0.02,0.04244791666666667,0.33125,0.5888020833333333,-0.012509731925092638,-0.0035871597356162965,0.06618208391591907,0.700226929038763
79,9992,299760,1,1460,1464,2306,2324,0.03,-0.02,0.07395833333333333,0.4934895833333333,0.4630208333333333,-0.020513715804554522,-0.0033802016187109984,0.07123942975886166,0.879220511764288
80,10000,300000,2,0,0,2306,2325,0.03,-0.02,0.0875,0.575,0.4166666666666667,0.4475788250565529,-0.000874572091076331,1.015970841050148,0.9922006726264954
