update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
30,3840,115200,0,455,462,455,462,0.03,-0.02,0.021614583333333333,0.4283854166666667,0.47239583333333335,-0.0014188482891768217,-0.004471456166356802,0.0725928486790508,0.9498233310878277
31,3968,119040,0,473,479,473,479,0.03,-0.02,0.015625,0.20598958333333334,0.6677083333333333,0.004347966052591801,-0.003186491499945987,0.06442587985657156,0.7050995044410229
32,4096,122880,0,489,490,489,490,0.03,-0.02,0.01875,0.41822916666666665,0.4703125,-0.014489806606434286,-0.004126463853026507,0.04624406644143164,0.9567250162363052
33,4224,126720,0,495,500,495,500,0.03,-0.02,0.021875,0.5044270833333333,0.3921875,-0.013344207545742393,-0.002309566189069301,0.0521029238589108,1.059602938592434
34,4352,130560,0,503,506,503,506,0.03,-0.02,0.016666666666666666,0.5734375,0.3260416666666667,-0.026083642267622054,-0.004807090444955975,0.03584505699109286,1.1199737265706062
35,4480,134400,0,510,513,510,513,0.03,-0.02,0.016927083333333332,0.5716145833333334,0.33255208333333336,-0.017104115686379373,-0.005920339044678258,0.05443619703873992,1.097196415066719
36,4608,138240,0,516,518,516,518,0.03,-0.02,0.01875,0.6236979166666666,0.28072916666666664,-0.028052331181243062,-0.0027288248238619417,0.03164046164602041,1.175535336136818
37,4736,142080,0,522,523,522,523,0.03,-0.02,0.024479166666666666,0.6239583333333333,0.27109375,-0.02842979202978313,-0.0028889155364595354,0.0333968426566571,1.2068370655179024
38,4864,145920,0,527,527,527,527,0.03,-0.02,0.03177083333333333,0.62109375,0.27109375,-0.031616103602573276,-0.0027151639224030077,0.02890991501044482,1.2387399226427078
39,4992,149760,0,531,531,531,531,0.03,-0.02,0.03697916666666667,0.6919270833333333,0.2078125,-0.0417837769491598,-0.006896663922816515,0.02126575238071382,1.3005711063742638
40,5000,150000,1,0,0,531,531,0.03,-0.02,0.0375,0.8,0.15416666666666667,-0.05607090704143047,-0.009317413818401565,0.0023457087809219956,1.3693241775035858
41,5128,153840,1,11,20,542,551,0.03,-0.02,0.01640625,0.07916666666666666,0.7205729166666667,0.011721993680112064,-0.006414529765606858,0.0854761810041964,0.7029019221663475
42,5256,157680,1,38,51,569,582,0.03,-0.02,0.015625,0.08567708333333333,0.7588541666666667,0.0065654515055939555,-0.006157766678370535,0.06750474032014608,0.6008329018950462
43,5384,161520,1,74,85,605,616,0.03,-0.02,0.013802083333333333,0.05546875,0.8145833333333333,-0.0025102681829594076,-0.006041373941116035,0.04367063590325415,0.5229774992913008
44,5512,165360,1,106,112,637,643,0.03,-0.02,0.017447916666666667,0.054427083333333334,0.8005208333333333,-0.0026546219014562666,-0.0067426532914396375,0.04505612421780825,0.5268580298870802
45,5640,169200,1,128,141,659,672,0.03,-0.02,0.02421875,0.19609375,0.6885416666666667,-0.0046796140959486365,-0.003995711595052853,0.044674365082755685,0.657745286822319
46,5768,173040,1,165,180,696,711,0.03,-0.02,0.012760416666666666,0.026041666666666668,0.8846354166666667,-0.0030324538820423186,-0.007531453651608899,0.03390297351870686,0.35578533820807934
47,5896,176880,1,206,222,737,753,0.03,-0.02,0.01015625,0.02890625,0.90078125,0.0003023798926733434,-0.0031592697341693565,0.02879375626798719,0.3124351017177105
48,6024,180720,1,243,254,774,785,0.03,-0.02,0.010677083333333334,0.023697916666666666,0.8971354166666666,0.0026733463164418936,-0.003934648702852428,0.03585984802339226,0.3234836831688881
49,6152,184560,1,273,281,804,812,0.03,-0.02,0.014583333333333334,0.10833333333333334,0.78828125,-0.00018037180416285992,-0.00474373297765851,0.043757566483691335,0.49472635239362717
50,6280,188400,1,294,300,825,831,0.03,-0.02,0.019270833333333334,0.29635416666666664,0.609375,-0.008487177838105708,-0.005060576870164368,0.046016097301617265,0.7552757114171982
51,6408,192240,1,311,317,842,848,0.03,-0.02,0.01953125,0.33125,0.55625,0.0034339335979893804,-0.003355937689775601,0.06971524166874588,0.8019356951117516
52,6536,196080,1,326,329,857,860,0.03,-0.02,0.021614583333333333,0.43828125,0.46015625,0.0007554531330242753,-0.002484434487996623,0.07299968041479588,0.9502843469381332
53,6664,199920,1,349,354,880,885,0.03,-0.02,0.020052083333333335,0.20755208333333333,0.6807291666666667,0.0415137434611097,-0.0032082126708701253,0.1343487878330052,0.6414982341229916
54,6792,203760,1,368,373,899,904,0.03,-0.02,0.02265625,0.3645833333333333,0.5255208333333333,0.0021218962501734495,-0.003005723003298044,0.06976491119712591,0.8501381985843182
55,6920,207600,1,380,393,911,924,0.03,-0.02,0.021354166666666667,0.42291666666666666,0.46536458333333336,0.006594713777303696,-0.004148476684349589,0.08549313526600599,0.9143821969628334
56,7048,211440,1,414,430,945,961,0.03,-0.02,0.008072916666666667,0.028645833333333332,0.8828125,0.014137346297502518,-0.0059690255438908935,0.06415263959206641,0.3419985119253397
57,7176,215280,1,455,470,986,1001,0.03,-0.02,0.007291666666666667,0.025260416666666667,0.9091145833333333,0.0019302565488032997,-0.0036203371855663136,0.031579285277985036,0.29254425317049026
58,7304,219120,1,493,510,1024,1041,0.03,-0.02,0.0067708333333333336,0.026822916666666665,0.8940104166666667,-0.0016029750986490399,-0.004041962332848925,0.025087139918468893,0.2887023612856865
59,7432,222960,1,533,545,1064,1076,0.03,-0.02,0.00546875,0.026302083333333334,0.9057291666666667,-0.0037253455084282905,-0.0043532708659768105,0.02071914030238986,0.27804699167609215
60,7560,226800,1,571,585,1102,1116,0.03,-0.02,0.005989583333333334,0.02421875,0.9286458333333333,-0.0019125386024825275,-0.003325980869703926,0.018938162946142256,0.23016113322228193
61,7688,230640,1,604,622,1135,1153,0.03,-0.02,0.0036458333333333334,0.02578125,0.9213541666666667,-0.0004481563810259104,-0.0010495382302906364,0.018846172373741865,0.25204869266599417
62,7816,234480,1,643,661,1174,1192,0.03,-0.02,0.004166666666666667,0.03229166666666667,0.89765625,-0.0022564741666428745,-0.0052851695218123496,0.024069474660791457,0.25731548853218555
63,7944,238320,1,687,697,1218,1228,0.03,-0.02,0.0033854166666666668,0.029947916666666668,0.9036458333333334,-0.0004470688581932336,-0.0032727790967328474,0.022050434490665793,0.2342716408893466
64,8072,242160,1,727,739,1258,1270,0.03,-0.02,0.004427083333333333,0.030208333333333334,0.9140625,0.0006221347430255264,-0.0033458488760516047,0.023259859648533165,0.21891275607049465
65,8200,246000,1,768,781,1299,1312,0.03,-0.02,0.003125,0.0296875,0.921875,-0.0012888016644865274,-0.0036767798592336476,0.01976062881294638,0.2140667475759983
66,8328,249840,1,806,819,1337,1350,0.03,-0.02,0.002864583333333333,0.025520833333333333,0.9223958333333333,0.0030625388317275792,-0.0009788461120479042,0.021773374755866826,0.19558007922023535
67,8456,253680,1,841,856,1372,1387,0.03,-0.02,0.0018229166666666667,0.023697916666666666,0.9283854166666666,0.0011524103174451739,-0.001374485102132894,0.018823298858478665,0.19670726638287306
68,8584,257520,1,885,895,1416,1426,0.03,-0.02,0.0033854166666666668,0.029166666666666667,0.9205729166666666,-0.00158935779472813,-0.003829994995612651,0.0186488120816648,0.2023933958262205
69,8712,261360,1,924,940,1455,1471,0.03,-0.02,0.0049479166666666664,0.02890625,0.9098958333333333,0.0044099639053456485,-0.002824119010256254,0.029494540649466217,0.2146624717861414
70,8840,265200,1,967,979,1498,1510,0.03,-0.02,0.0033854166666666668,0.027604166666666666,0.9278645833333333,0.0007114315812941641,-0.0014636924170190468,0.017068188986741006,0.18168487586081028
71,8968,269040,1,1004,1020,1535,1551,0.03,-0.02,0.0018229166666666667,0.0265625,0.9328125,-0.0014650272205471992,-0.005314872483722866,0.020406366093084216,0.18152393866330385
72,9096,272880,1,1042,1056,1573,1587,0.03,-0.02,0.0026041666666666665,0.028125,0.9161458333333333,0.0005946431774646044,-0.003872814355418086,0.02176841103937477,0.1833356563001871
73,9224,276720,1,1082,1098,1613,1629,0.03,-0.02,0.0018229166666666667,0.027083333333333334,0.9286458333333333,0.00233464251505211,-0.002600271749543026,0.021651160437613726,0.1683047479018569
74,9352,280560,1,1122,1135,1653,1666,0.03,-0.02,0.0015625,0.028385416666666666,0.9174479166666667,-0.00029711340903304517,-0.00309455010574311,0.01870276522822678,0.18725559022277594
75,9480,284400,1,1166,1180,1697,1711,0.03,-0.02,0.0013020833333333333,0.0296875,0.9296875,0.0005671580438502133,-0.002242631569970399,0.017095097224228084,0.1639359574764967
76,9608,288240,1,1213,1219,1744,1750,0.03,-0.02,0.0018229166666666667,0.031510416666666666,0.928125,0.0009039727156050503,-0.002435978123685345,0.01785886357538402,0.15969945956021547
77,9736,292080,1,1249,1260,1780,1791,0.03,-0.02,0.00078125,0.027604166666666666,0.9192708333333334,0.0026960415416397154,-0.0036174003034830093,0.024545763269998133,0.17026970628648996
78,9864,295920,1,1287,1302,1818,1833,0.03,-0.02,0.0026041666666666665,0.029166666666666667,0.92890625,0.0026046315324492753,-0.0017442683165427297,0.01899433135986328,0.1470932960510254
79,9992,299760,1,1329,1342,1860,1873,0.03,-0.02,0.0010416666666666667,0.028125,0.9291666666666667,0.0018339992384426296,-0.0016443518507003319,0.016575306886807084,0.13740864023566246
80,10000,300000,2,0,0,1862,1878,0.03,-0.02,0.0,0.029166666666666667,0.9416666666666667,1.4936690032482147,-0.00018357982001759865,2.9958199858665466,0.11592552438378334
