update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
62,7816,234480,1,669,683,1580,1594,0.03,-0.02,0.00859375,0.04739583333333333,0.8575520833333333,0.01781637081876397,-0.002773091458948329,0.06578899547457695,0.3515724502503872
63,7944,238320,1,708,722,1619,1633,0.03,-0.02,0.009375,0.027604166666666666,0.8684895833333334,0.0031095031299628317,-0.0027658719336614013,0.03413931012619287,0.31983656994998455
64,8072,242160,1,749,761,1660,1672,0.03,-0.02,0.004427083333333333,0.025520833333333333,0.89453125,-0.003437696723267436,-0.004364910186268389,0.020020969677716494,0.2595220413058996
65,8200,246000,1,790,803,1701,1714,0.03,-0.02,0.005989583333333334,0.028125,0.8966145833333333,-0.004019974323455244,-0.005542250812140992,0.019390698755159974,0.23351636342704296
66,8328,249840,1,832,844,1743,1755,0.03,-0.02,0.00546875,0.027604166666666666,0.9130208333333333,-0.001295797759667039,-0.003043236123630777,0.01811650552554056,0.20888041146099567
67,8456,253680,1,877,889,1788,1800,0.03,-0.02,0.00390625,0.030989583333333334,0.9080729166666667,0.0022143821988720447,-0.0024263009254354984,0.024647733429446816,0.21951953694224358
68,8584,257520,1,916,933,1827,1844,0.03,-0.02,0.00625,0.03046875,0.8924479166666667,-0.002325271925656125,-0.006214097113115713,0.023678360506892204,0.22715300135314465
69,8712,261360,1,957,973,1868,1884,0.03,-0.02,0.0067708333333333336,0.02734375,0.9109375,0.00045731457066722214,-0.004403091734275222,0.02349195978604257,0.19673067703843117
70,8840,265200,1,1000,1014,1911,1925,0.03,-0.02,0.0036458333333333334,0.032552083333333336,0.9161458333333333,0.0009000713180284947,-0.0013755115469393786,0.01738671981729567,0.1833650516346097
71,8968,269040,1,1043,1053,1954,1964,0.03,-0.02,0.003125,0.03229166666666667,0.9174479166666667,0.0006527814257424325,-0.002644202933879569,0.01877836138010025,0.17406276147812605
72,9096,272880,1,1079,1093,1990,2004,0.03,-0.02,0.0036458333333333334,0.0296875,0.9221354166666667,0.0011228420189581811,-0.0028377034614095464,0.01960617455188185,0.16692976653575897
73,9224,276720,1,1123,1136,2034,2047,0.03,-0.02,0.0036458333333333334,0.03046875,0.9140625,-9.717041393741965e-06,-0.002341003346373327,0.01661906111985445,0.170806972309947
74,9352,280560,1,1160,1174,2071,2085,0.03,-0.02,0.0018229166666666667,0.028645833333333332,0.9109375,0.0007564786938019097,-0.0017785349918995053,0.018075541127473116,0.18579305987805128
75,9480,284400,1,1207,1220,2118,2131,0.03,-0.02,0.0033854166666666668,0.031510416666666666,0.9046875,-0.0012165052467025816,-0.004176701448159292,0.018723274348303676,0.18289831839501858
76,9608,288240,1,1251,1263,2162,2174,0.03,-0.02,0.0036458333333333334,0.027083333333333334,0.9065104166666667,-0.0011703378695528954,-0.003936909313779324,0.018267843406647444,0.18192428536713123
77,9736,292080,1,1288,1303,2199,2214,0.03,-0.02,0.0033854166666666668,0.0265625,0.9080729166666667,0.001964908908121288,-0.0015328493900597095,0.019314463017508388,0.17598494049161673
78,9864,295920,1,1325,1344,2236,2255,0.03,-0.02,0.003125,0.028385416666666666,0.9033854166666667,-0.0007773438701406121,-0.004365244647487998,0.020011806511320174,0.18337148800492287
79,9992,299760,1,1367,1381,2278,2292,0.03,-0.02,0.0020833333333333333,0.027864583333333335,0.9138020833333333,-0.001536451163701713,-0.003672342805657536,0.01602490252116695,0.16790170036256313
80,10000,300000,2,0,0,2281,2293,0.03,-0.02,0.008333333333333333,0.041666666666666664,0.8666666666666667,1.3589459955692291,0.000685645623406117,2.7328656911849976,0.23349954932928085
