update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
35,4480,134400,0,927,932,927,932,0.03,-0.02,0.003125,0.07447916666666667,0.8822916666666667,0.022418933163862675,-0.0010626218863762915,0.053358437260612845,0.213177602738142
36,4608,138240,0,955,961,955,961,0.03,-0.02,0.005729166666666666,0.17864583333333334,0.77578125,0.02691935288021341,-0.003108317614533007,0.07037822250276804,0.34409600123763084
37,4736,142080,0,975,980,975,980,0.03,-0.02,0.010416666666666666,0.3640625,0.6049479166666667,0.025089239235967398,-0.003582333360100165,0.07351359352469444,0.5390149410814047
38,4864,145920,0,990,1006,990,1006,0.03,-0.02,0.013020833333333334,0.3463541666666667,0.6127604166666667,0.052401675668079406,-0.0062883412319933996,0.1333480249159038,0.5322663448750973
39,4992,149760,0,1028,1043,1028,1043,0.03,-0.02,0.00625,0.05130208333333333,0.9049479166666666,0.03559032635530457,-0.003020019212272018,0.08327021496370435,0.2016508849337697
40,5000,150000,1,0,0,1031,1046,0.03,-0.02,0.0,0.03333333333333333,0.925,1.2648862600326538,-0.0003264151497788248,2.534756600856781,0.14437396824359894
41,5128,153840,1,26,41,1057,1087,0.03,-0.02,0.0036458333333333334,0.031510416666666666,0.91484375,0.017170479462947696,-0.0011819601349998266,0.0419315411709249,0.17422207817435265
42,5256,157680,1,68,84,1099,1130,0.03,-0.02,0.003125,0.026302083333333334,0.93671875,0.0077608251449419186,-0.0018120724707841873,0.023380556260235608,0.14115868834778666
43,5384,161520,1,110,124,1141,1170,0.03,-0.02,0.00390625,0.030989583333333334,0.9244791666666666,0.008859389345161617,-0.0021965663036098704,0.026699961978010833,0.15293501410633326
44,5512,165360,1,147,163,1178,1209,0.03,-0.02,0.0033854166666666668,0.025,0.9294270833333333,0.004065977016580291,-0.003982851427281275,0.020677065011113882,0.15264692530035973
45,5640,169200,1,191,208,1222,1254,0.03,-0.02,0.004166666666666667,0.031510416666666666,0.9328125,0.006189206396811642,-0.002215659769717604,0.02122522657737136,0.14718315843492746
46,5768,173040,1,234,249,1265,1295,0.03,-0.02,0.0026041666666666665,0.030729166666666665,0.9390625,0.004420001961989328,-0.003166531154420227,0.019398116739466786,0.14083502534776926
47,5896,176880,1,279,295,1310,1341,0.03,-0.02,0.005208333333333333,0.028385416666666666,0.9455729166666667,0.006023663969244808,-0.0017551417695358396,0.019490033155307174,0.13108073454350233
48,6024,180720,1,320,333,1351,1379,0.03,-0.02,0.005208333333333333,0.02890625,0.93671875,0.006492490225355141,-0.0023796289460733533,0.021737549919635057,0.13311036908999085
49,6152,184560,1,363,376,1394,1422,0.03,-0.02,0.004427083333333333,0.026822916666666665,0.94375,0.007000541256275028,-0.0017253443947993219,0.021106297965161502,0.12181756040081382
50,6280,188400,1,402,416,1433,1462,0.03,-0.02,0.0049479166666666664,0.0265625,0.9450520833333333,0.008963292253611144,-0.0014718787570018321,0.024519727798178792,0.12164619285613298
51,6408,192240,1,438,452,1469,1498,0.03,-0.02,0.004427083333333333,0.07473958333333333,0.89921875,0.016470582762849517,-0.0038678460696246475,0.045591979986056685,0.16383742168545723
52,6536,196080,1,481,491,1512,1537,0.03,-0.02,0.005729166666666666,0.09010416666666667,0.8924479166666667,0.014838332135695964,-0.003310349173261784,0.041569340508431196,0.17573258560150862
53,6664,199920,1,523,536,1554,1582,0.03,-0.02,0.005989583333333334,0.028385416666666666,0.9458333333333333,0.01275532430736348,-0.0019454625144135207,0.032725992728956044,0.11081391992047429
54,6792,203760,1,561,578,1592,1624,0.03,-0.02,0.00390625,0.025520833333333333,0.9520833333333333,0.008644106703286525,-0.0019147604471072555,0.02415641164407134,0.10128923924639821
55,6920,207600,1,599,614,1630,1660,0.03,-0.02,0.00234375,0.026041666666666668,0.9497395833333333,0.009085924604733009,-0.0003976828884333372,0.021788358222693205,0.09403814980760217
56,7048,211440,1,641,654,1672,1700,0.03,-0.02,0.0026041666666666665,0.026302083333333334,0.946875,0.008994049785542302,-0.002171121712308377,0.025314811151474714,0.09948227740824223
57,7176,215280,1,686,697,1717,1743,0.03,-0.02,0.0020833333333333333,0.03046875,0.9466145833333334,0.005021636068704538,-0.0036794015031773597,0.02061790507286787,0.10719430213794112
58,7304,219120,1,728,738,1759,1784,0.03,-0.02,0.0020833333333333333,0.028385416666666666,0.9359375,0.007700837544689421,-0.0029694860568270087,0.02454586117528379,0.10684046428650618
59,7432,222960,1,765,776,1796,1822,0.03,-0.02,0.0026041666666666665,0.024479166666666666,0.9567708333333333,0.00980768832960166,0.0007551285962108523,0.020604864810593426,0.08332484541460872
60,7560,226800,1,799,812,1830,1858,0.03,-0.02,0.0026041666666666665,0.024739583333333332,0.9486979166666667,0.011503884343255777,-0.001026750891469419,0.028119187569245696,0.10193054657429457
61,7688,230640,1,833,842,1864,1888,0.03,-0.02,0.00546875,0.11536458333333334,0.8502604166666666,0.023230337828863412,-0.0038324680062942207,0.060354642337188125,0.20763431023806334
62,7816,234480,1,862,866,1893,1912,0.03,-0.02,0.007552083333333333,0.27447916666666666,0.6963541666666667,0.028069996857084334,-0.0034186417324235663,0.07407755078747869,0.3700090888887644
63,7944,238320,1,881,885,1912,1931,0.03,-0.02,0.01875,0.4700520833333333,0.5002604166666667,0.03374127368442714,-0.0036962621816201136,0.09393091825768352,0.63519486784935
64,8072,242160,1,911,923,1942,1969,0.03,-0.02,0.0049479166666666664,0.0875,0.87578125,0.06360611424315721,-0.003109190904069692,0.13901437632739544,0.18612549174576998
65,8200,246000,1,951,969,1982,2015,0.03,-0.02,0.0020833333333333333,0.03723958333333333,0.9447916666666667,0.014039430883713067,-0.0035027867852477357,0.038083051797002554,0.0999538698233664
66,8328,249840,1,995,1008,2026,2054,0.03,-0.02,0.0020833333333333333,0.03046875,0.9528645833333333,0.00674954715941567,-0.002523864939576015,0.021109393681399524,0.08541898149996996
67,8456,253680,1,1035,1051,2066,2097,0.03,-0.02,0.00234375,0.02890625,0.9572916666666667,0.0070027083056629635,-0.0012664470850722864,0.019025840214453638,0.08291767677292228
68,8584,257520,1,1077,1089,2108,2135,0.03,-0.02,0.003125,0.029166666666666667,0.9463541666666667,0.005117854190757498,-0.002409166692814324,0.01775649411138147,0.09008174994960427
69,8712,261360,1,1116,1129,2147,2175,0.03,-0.02,0.0026041666666666665,0.026041666666666668,0.95625,0.0071597842033952475,-0.0008453138289041817,0.01866708614397794,0.08856299007311463
70,8840,265200,1,1160,1171,2191,2217,0.03,-0.02,0.00390625,0.030729166666666665,0.9520833333333333,0.005493939592270181,-0.0020816145988646895,0.017900684499181807,0.09165253536775708
71,8968,269040,1,1198,1214,2229,2260,0.03,-0.02,0.0015625,0.026822916666666665,0.95390625,0.005877280957065523,-0.002096563344821334,0.018714039120823145,0.0922116613946855
72,9096,272880,1,1239,1257,2270,2303,0.03,-0.02,0.0026041666666666665,0.030989583333333334,0.925,0.008675890858285129,-0.0021349085436668247,0.024787909467704594,0.10554368747398257
73,9224,276720,1,1281,1296,2312,2342,0.03,-0.02,0.0018229166666666667,0.030729166666666665,0.9541666666666667,0.00563682644860819,-0.0012018343259114772,0.01619575428776443,0.08394773071631789
74,9352,280560,1,1321,1335,2352,2381,0.03,-0.02,0.0018229166666666667,0.029947916666666668,0.953125,0.01075759047671454,0.0010376247810199857,0.02212419838178903,0.08947556558996439
75,9480,284400,1,1361,1374,2392,2420,0.03,-0.02,0.0018229166666666667,0.026822916666666665,0.9513020833333333,0.008492191009281669,0.0006685018306598067,0.018209906294941902,0.0854176334105432
76,9608,288240,1,1402,1414,2433,2460,0.03,-0.02,0.0033854166666666668,0.02578125,0.9453125,0.005417103122454137,-0.002789649777696468,0.019058222183957696,0.08815720118582249
77,9736,292080,1,1440,1454,2471,2500,0.03,-0.02,0.00078125,0.026302083333333334,0.94609375,0.008724804160010535,-0.00026864491519518197,0.02060274442192167,0.08719489583745599
78,9864,295920,1,1479,1495,2510,2541,0.03,-0.02,0.0010416666666666667,0.028385416666666666,0.9541666666666667,0.006772980239475146,-0.0011920723918592557,0.018177998368628323,0.07492975238710642
79,9992,299760,1,1522,1536,2553,2582,0.03,-0.02,0.0005208333333333333,0.028385416666666666,0.95078125,0.007720562076428905,-0.0002847931027645245,0.018374055391177535,0.07877816120162606
80,10000,300000,2,0,0,2555,2585,0.03,-0.02,0.0,0.03333333333333333,0.95,1.5187701880931854,-0.00014809332461140912,3.040116012096405,0.07598310522735119
