update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
45,5640,169200,1,186,200,1256,1284,0.03,-0.02,0.009375,0.028385416666666666,0.9234375,0.000684121623635292,-0.0026562561688479036,0.021711487090215087,0.21472474560141563
46,5768,173040,1,230,237,1300,1321,0.03,-0.02,0.009114583333333334,0.029947916666666668,0.915625,0.003063359501538798,-0.0035589906983659603,0.028228008770383894,0.2140472549945116
47,5896,176880,1,268,276,1338,1360,0.03,-0.02,0.0078125,0.026822916666666665,0.9182291666666667,0.004250680620316416,-0.0014450461603701115,0.025875427993014455,0.2069139303639531
48,6024,180720,1,307,316,1377,1400,0.03,-0.02,0.005208333333333333,0.030208333333333334,0.9161458333333333,0.0019353843526914716,-0.00330154862604104,0.023785451776348054,0.19016551226377487
49,6152,184560,1,345,355,1415,1439,0.03,-0.02,0.00546875,0.025260416666666667,0.9286458333333333,0.0008537239627912641,-0.002984346298035234,0.02049826260190457,0.1831731703132391
50,6280,188400,1,384,395,1454,1479,0.03,-0.02,0.008072916666666667,0.029166666666666667,0.9234375,-0.0003256630734540522,-0.0033630730031291023,0.020034269313327968,0.19942071102559566
51,6408,192240,1,421,436,1491,1520,0.03,-0.02,0.008072916666666667,0.026302083333333334,0.9200520833333333,-0.0003305612481199205,-0.0046317361848196015,0.022549295448698103,0.19924207031726837
52,6536,196080,1,464,480,1534,1564,0.03,-0.02,0.010416666666666666,0.026822916666666665,0.9330729166666667,0.00043918643495999277,-0.003920471091987565,0.02033102954737842,0.16588163282722235
53,6664,199920,1,505,519,1575,1603,0.03,-0.02,0.00859375,0.028385416666666666,0.9244791666666666,0.0008199757721740752,-0.0037341491843108088,0.022438706713728607,0.1904350882396102
54,6792,203760,1,547,561,1617,1645,0.03,-0.02,0.010416666666666666,0.03229166666666667,0.9200520833333333,0.002250886958790943,-0.0028932405075465795,0.023474512388929725,0.18837510328739882
55,6920,207600,1,590,599,1660,1683,0.03,-0.02,0.0078125,0.028385416666666666,0.93046875,0.001804240542696789,-0.0014752805436728522,0.018378288601525128,0.16884637624025345
56,7048,211440,1,630,641,1700,1725,0.03,-0.02,0.00546875,0.03125,0.9299479166666667,0.0018766314606182277,-0.004118148470297456,0.0232172051910311,0.1603949386626482
57,7176,215280,1,674,688,1744,1772,0.03,-0.02,0.004166666666666667,0.034375,0.9395833333333333,0.002783434756565839,-0.0018078905995935202,0.019933026283979416,0.15357679035514593
58,7304,219120,1,716,729,1786,1813,0.03,-0.02,0.0046875,0.02890625,0.9302083333333333,0.0032907863496802747,-0.0035283815232105553,0.025877480627968907,0.1748449271544814
59,7432,222960,1,753,767,1823,1851,0.03,-0.02,0.007291666666666667,0.024739583333333332,0.9354166666666667,0.0025785690522752702,-0.002377587661612779,0.020724582253023982,0.15446098521351814
60,7560,226800,1,790,809,1860,1893,0.03,-0.02,0.004427083333333333,0.023697916666666666,0.94453125,0.004526856588199735,-0.0015684006866649725,0.022047251695767045,0.14081051666289568
61,7688,230640,1,835,848,1905,1932,0.03,-0.02,0.00546875,0.03958333333333333,0.9270833333333334,0.004550146899418905,-0.0028724740841425955,0.025661472929641604,0.15451757609844208
62,7816,234480,1,870,890,1940,1974,0.03,-0.02,0.0033854166666666668,0.028385416666666666,0.9359375,0.004348907415987924,-0.0015007106703706086,0.02309015265200287,0.16272737830877304
63,7944,238320,1,917,932,1987,2016,0.03,-0.02,0.0049479166666666664,0.03463541666666667,0.9213541666666667,-0.000772351078921929,-0.0038134592468850315,0.018945771735161543,0.1837650602683425
64,8072,242160,1,956,967,2026,2051,0.03,-0.02,0.0067708333333333336,0.026302083333333334,0.915625,0.002750295592704788,-0.0039047627069521695,0.026775327045470476,0.192360145971179
65,8200,246000,1,991,999,2061,2083,0.03,-0.02,0.008854166666666666,0.057291666666666664,0.8997395833333334,0.015407548286020756,-0.0028895891009597108,0.052487340522930026,0.2270437991246581
66,8328,249840,1,1017,1033,2087,2117,0.03,-0.02,0.016927083333333332,0.140625,0.8072916666666666,0.021510555874556303,-0.001375958789139986,0.06958034518174827,0.34010450541973114
67,8456,253680,1,1060,1075,2130,2159,0.03,-0.02,0.005989583333333334,0.026041666666666668,0.9341145833333333,0.008126971806632355,-0.002675491094123572,0.03364435420371592,0.1719918381422758
68,8584,257520,1,1100,1116,2170,2200,0.03,-0.02,0.0036458333333333334,0.030729166666666665,0.9244791666666666,0.004718474199762568,-0.0017180007125716656,0.025012740050442517,0.17342558037489653
69,8712,261360,1,1144,1153,2214,2237,0.03,-0.02,0.0036458333333333334,0.02890625,0.9338541666666667,0.0011946303420700133,-0.0036240022745914757,0.020860437536612153,0.1603310415521264
70,8840,265200,1,1183,1196,2253,2280,0.03,-0.02,0.0046875,0.029427083333333333,0.9294270833333333,0.0007698777480982244,-0.004501601302763447,0.02284821798093617,0.17578942328691483
71,8968,269040,1,1225,1240,2295,2324,0.03,-0.02,0.0026041666666666665,0.03125,0.9247395833333333,0.0028444324561860412,-0.002962220140034333,0.02454489900264889,0.18473705276846886
72,9096,272880,1,1267,1284,2337,2368,0.03,-0.02,0.0067708333333333336,0.027864583333333335,0.9244791666666666,0.002197611698647961,-0.0029116011355654337,0.022963805473409593,0.1820768527686596
73,9224,276720,1,1307,1321,2377,2405,0.03,-0.02,0.004427083333333333,0.030208333333333334,0.9190104166666667,0.0036688859981950372,-0.000989871216006577,0.02189777756575495,0.17971806600689888
74,9352,280560,1,1349,1360,2419,2444,0.03,-0.02,0.004427083333333333,0.027864583333333335,0.928125,0.0019103536324109882,-0.0013897647950216196,0.01865720679052174,0.17224242258816957
75,9480,284400,1,1385,1400,2455,2484,0.03,-0.02,0.005208333333333333,0.02265625,0.9229166666666667,0.0010548607097007334,-0.003471145493676886,0.021605587215162814,0.17933678720146418
76,9608,288240,1,1430,1441,2500,2525,0.03,-0.02,0.0049479166666666664,0.028385416666666666,0.92109375,0.0013735293468926102,-0.0038814176696178038,0.022679314017295837,0.1738488543778658
77,9736,292080,1,1473,1485,2543,2569,0.03,-0.02,0.00390625,0.029947916666666668,0.925,0.0021261891815811396,-0.003300975658930838,0.02278389362618327,0.17042235285043716
78,9864,295920,1,1509,1524,2579,2608,0.03,-0.02,0.00703125,0.025,0.921875,0.0007266094326041639,-0.004084774205693975,0.020909739891067147,0.16124246828258038
79,9992,299760,1,1553,1567,2623,2651,0.03,-0.02,0.005729166666666666,0.027864583333333335,0.92421875,4.2837433284148574e-05,-0.0056175406207330525,0.022747628041543067,0.1632410380989313
80,10000,300000,2,0,0,2625,2654,0.03,-0.02,0.004166666666666667,0.029166666666666667,0.925,1.523226261138916,3.985911701676059e-05,3.0571624040603638,0.1541379690170288
