update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
34,4352,130560,0,742,743,742,743,0.02,-0.01,0.10807291666666667,0.6625,0.29791666666666666,-0.03997714095748961,-0.005923590040765703,0.021574706537649035,1.281168706715107
35,4480,134400,0,752,759,752,759,0.02,-0.01,0.0671875,0.3971354166666667,0.51171875,-0.007870389148592949,-0.005687592075446446,0.061655184952542186,0.9431539811193943
36,4608,138240,0,782,792,782,792,0.02,-0.01,0.025,0.03359375,0.8440104166666667,0.008366287860553712,-0.004933099276968278,0.05896591045893729,0.46238764002919197
37,4736,142080,0,816,829,816,829,0.02,-0.01,0.016666666666666666,0.02421875,0.8755208333333333,0.004382963816169649,-0.0010341291781514883,0.03535686945542693,0.3503240533173084
38,4864,145920,0,851,862,851,862,0.02,-0.01,0.022395833333333334,0.021354166666666667,0.8864583333333333,-0.0029416761826723814,-0.003525691950926557,0.024279466248117387,0.33016335777938366
39,4992,149760,0,881,889,881,889,0.02,-0.01,0.03411458333333333,0.10104166666666667,0.7666666666666667,-0.002196522429585457,-3.036984708160162e-05,0.034249756135977805,0.551172312349081
40,5000,150000,1,0,0,882,891,0.02,-0.01,0.06666666666666667,0.19166666666666668,0.6291666666666667,0.37035514414310455,-0.0016960497790323714,0.7931918799877167,0.7012780904769897
41,5128,153840,1,29,41,911,932,0.02,-0.01,0.016927083333333332,0.030729166666666665,0.8794270833333333,0.006184094003401697,-0.0034496853622840717,0.042135104653425515,0.3266792260110378
42,5256,157680,1,69,84,951,975,0.02,-0.01,0.0109375,0.0265625,0.90859375,-0.00010336848208680749,-0.001769511160091497,0.022117386804893613,0.26835858449339867
43,5384,161520,1,107,119,989,1010,0.02,-0.01,0.015625,0.029427083333333333,0.890625,-0.006572117126779631,-0.005718164175050333,0.01864865783136338,0.29080804251134396
44,5512,165360,1,143,154,1025,1045,0.02,-0.01,0.018229166666666668,0.031510416666666666,0.89375,-0.005045439291279763,-0.003630353428889066,0.017964799073524773,0.2970710191875696
45,5640,169200,1,183,191,1065,1082,0.02,-0.01,0.018489583333333334,0.04895833333333333,0.8791666666666667,-0.0005290395929478109,-0.0031205331906676292,0.027002887683920562,0.3117128647863865
46,5768,173040,1,220,232,1102,1123,0.02,-0.01,0.01953125,0.0296875,0.89453125,-0.0015913207898847759,-0.003726119117345661,0.024878402706235647,0.29441152699291706
47,5896,176880,1,257,272,1139,1163,0.02,-0.01,0.01328125,0.027604166666666666,0.9044270833333333,-0.0002901080879382789,-0.0031646047718822956,0.02378404326736927,0.2576435739174485
48,6024,180720,1,299,313,1181,1204,0.02,-0.01,0.012760416666666666,0.031510416666666666,0.9059895833333333,-0.0025917741004377604,-0.004489642014959827,0.02027241513133049,0.23538113106042147
49,6152,184560,1,336,351,1218,1242,0.02,-0.01,0.00859375,0.02578125,0.91875,-0.0017262678884435445,-0.0019997197668999434,0.01696688507217914,0.23457116819918156
50,6280,188400,1,373,386,1255,1277,0.02,-0.01,0.017447916666666667,0.028645833333333332,0.9002604166666667,-0.0010603640985209495,-0.0010560416703810915,0.0182580555556342,0.26095286570489407
51,6408,192240,1,410,428,1292,1319,0.02,-0.01,0.014322916666666666,0.025520833333333333,0.9088541666666666,-0.003445053764153272,-0.00441980070900172,0.019119657576084137,0.24528806004673243
52,6536,196080,1,452,468,1334,1359,0.02,-0.01,0.013541666666666667,0.025260416666666667,0.9216145833333333,-0.000561598630156368,-0.0021139671734999865,0.018013974651694298,0.21298911049962044
53,6664,199920,1,494,507,1376,1398,0.02,-0.01,0.013020833333333334,0.04505208333333333,0.9044270833333333,0.0013844165077898651,-0.002791252141832956,0.02386141277384013,0.22157251928001642
54,6792,203760,1,534,547,1416,1438,0.02,-0.01,0.012760416666666666,0.03697916666666667,0.9049479166666666,-0.00034301081905141473,-0.0032652376394253224,0.02188411762472242,0.22913806047290564
55,6920,207600,1,572,586,1454,1477,0.02,-0.01,0.00703125,0.02578125,0.9151041666666667,-0.0011796113685704768,-0.0024324327532667667,0.01688004727475345,0.20534863881766796
56,7048,211440,1,616,627,1498,1518,0.02,-0.01,0.008854166666666666,0.028385416666666666,0.9216145833333333,-0.00153562513878569,-0.002869698597351089,0.01593123428756371,0.18947268277406693
57,7176,215280,1,656,667,1538,1558,0.02,-0.01,0.009895833333333333,0.0328125,0.9044270833333333,-0.0036099735007155687,-0.004569077864289284,0.017786107724532485,0.2266842657700181
58,7304,219120,1,688,691,1570,1582,0.02,-0.01,0.02890625,0.11953125,0.7794270833333333,0.004827756900340319,-0.002583028603112325,0.04572000144980848,0.44140614569187164
59,7432,222960,1,700,702,1582,1593,0.02,-0.01,0.06276041666666667,0.37916666666666665,0.5296875,-0.0038595846272073686,-0.004169588204604224,0.057767533930018544,0.8163932487368584
60,7560,226800,1,711,719,1593,1610,0.02,-0.01,0.06927083333333334,0.39453125,0.47552083333333334,-0.005129512399435043,-0.002017857041209936,0.0565663066226989,0.896994523704052
61,7688,230640,1,728,734,1610,1625,0.02,-0.01,0.05546875,0.3645833333333333,0.5440104166666667,-0.008119329868350178,-0.003401597263291478,0.04405835806392133,0.7641974724829197
62,7816,234480,1,743,748,1625,1639,0.02,-0.01,0.05625,0.42630208333333336,0.48776041666666664,-0.010247935075312853,-0.0045478045649360865,0.048492701491340995,0.8556137569248676
63,7944,238320,1,755,757,1637,1648,0.02,-0.01,0.06432291666666666,0.4921875,0.4239583333333333,-0.015070037334226072,-0.003447795199463144,0.041360649978742,0.9229304865002632
64,8072,242160,1,763,765,1645,1656,0.02,-0.01,0.06979166666666667,0.5463541666666667,0.37864583333333335,-0.01777675247285515,-0.004071046074386686,0.04317976790480316,1.0084454379975796
65,8200,246000,1,768,770,1650,1661,0.02,-0.01,0.0640625,0.5786458333333333,0.334375,-0.023403177969157696,-0.00464172395550122,0.037677847780287266,1.07429651170969
66,8328,249840,1,775,776,1657,1667,0.02,-0.01,0.07552083333333333,0.59609375,0.33098958333333334,-0.030755784013308585,-0.0036905046727042645,0.023742386954836547,1.1124706342816353
67,8456,253680,1,781,782,1663,1673,0.02,-0.01,0.09739583333333333,0.6494791666666667,0.2911458333333333,-0.033564829849638045,-0.004035157064208761,0.024603691301308572,1.1951862424612045
68,8584,257520,1,784,785,1666,1676,0.02,-0.01,0.10078125,0.6625,0.27239583333333334,-0.03650723921600729,-0.00433212291682139,0.019567799929063767,1.1988290175795555
69,8712,261360,1,786,786,1668,1677,0.02,-0.01,0.10729166666666666,0.6763020833333333,0.23723958333333334,-0.04401487682480365,-0.004252892395015806,0.009057141724042594,1.2654444202780724
70,8840,265200,1,786,788,1668,1679,0.02,-0.01,0.13385416666666666,0.7309895833333333,0.21119791666666668,-0.04860020207706839,-0.006795219640480354,0.009483186586294323,1.3299021795392036
71,8968,269040,1,788,788,1670,1679,0.02,-0.01,0.08567708333333333,0.7153645833333333,0.21666666666666667,-0.045370924985036254,-0.005261808182694949,0.005781405896414071,1.2285662740468979
72,9096,272880,1,789,789,1671,1680,0.02,-0.01,0.07395833333333333,0.7080729166666667,0.2078125,-0.0417967161629349,-0.0030629759530711453,0.007756625447655097,1.2174872234463692
73,9224,276720,1,791,791,1673,1682,0.02,-0.01,0.0734375,0.7375,0.16640625,-0.041297709685750306,-0.003749143041204661,0.011377201153663918,1.2353476360440254
74,9352,280560,1,792,793,1674,1684,0.02,-0.01,0.05182291666666667,0.6848958333333334,0.203125,-0.04322651762049645,-0.007074544904753566,0.011794282647315413,1.2014032751321793
75,9480,284400,1,793,799,1675,1690,0.02,-0.01,0.06276041666666667,0.67890625,0.23072916666666668,-0.03363499359693378,-0.005505007313331589,0.025704358820803463,1.1709190011024475
76,9608,288240,1,814,818,1696,1709,0.02,-0.01,0.037760416666666664,0.20104166666666667,0.6455729166666667,0.0026782501954585314,-0.003831667418126017,0.062390884617343545,0.7053006961941719
77,9736,292080,1,828,830,1710,1721,0.02,-0.01,0.04739583333333333,0.40572916666666664,0.44583333333333336,-0.021866818075068295,-0.006499500450445339,0.03642096638213843,0.9593657217919827
78,9864,295920,1,834,836,1716,1727,0.02,-0.01,0.043229166666666666,0.5252604166666667,0.3578125,-0.029972625896334648,-0.006825751159340143,0.029307474032975733,1.0800174474716187
79,9992,299760,1,836,839,1718,1730,0.02,-0.01,0.0546875,0.6091145833333333,0.275,-0.04017616074997932,-0.007600852637551725,0.01904048363212496,1.2027300149202347
80,10000,300000,2,0,0,1718,1730,0.02,-0.01,0.05416666666666667,0.625,0.24583333333333332,-0.02258448302745819,-0.00831180942865739,0.05501343309879303,1.1936968564987183
