update,env_steps,global_steps,episode,episode_completed_tasks,episode_delivered_to_goal,total_completed_tasks,total_delivered_to_goal,waypoint_reward,active_wait_penalty,wait_action_rate,reference_wait_rate,reference_action_match_rate,loss,policy_loss,value_loss,entropy
35,4480,134400,0,938,952,938,952,0.03,-0.02,0.004166666666666667,0.03046875,0.8942708333333333,-0.00022500153863802552,-0.0016396899591200054,0.019995055976323783,0.24522398691624403
36,4608,138240,0,981,993,981,993,0.03,-0.02,0.0026041666666666665,0.029947916666666668,0.9080729166666667,-0.0010087599221151322,-0.0029420260980259627,0.01874048460740596,0.21248503401875496
37,4736,142080,0,1019,1033,1019,1033,0.03,-0.02,0.0020833333333333333,0.029947916666666668,0.90546875,0.001963773218449205,-0.0016613029292784631,0.021179166273213923,0.19898592215031385
38,4864,145920,0,1057,1073,1057,1073,0.03,-0.02,0.00390625,0.028645833333333332,0.9083333333333333,0.0016261375276371837,-0.002363574501941912,0.022215112228877842,0.20336695946753025
39,4992,149760,0,1100,1113,1100,1113,0.03,-0.02,0.005208333333333333,0.029166666666666667,0.9083333333333333,0.002725194295635447,-0.002141489851055667,0.02445778832770884,0.210348860360682
40,5000,150000,1,0,0,1102,1116,0.03,-0.02,0.0,0.020833333333333332,0.8916666666666667,1.3901287317276,0.0001710643327257344,2.795406401157379,0.22130103036761284
41,5128,153840,1,28,42,1130,1158,0.03,-0.02,0.00234375,0.030989583333333334,0.9088541666666666,0.005677320528775454,-0.0012500483135227114,0.028277098666876554,0.20603372436016798
42,5256,157680,1,70,88,1172,1204,0.03,-0.02,0.00234375,0.025520833333333333,0.93046875,0.0013376781425904483,-0.0029398525948636234,0.02172535180579871,0.18814699072390795
43,5384,161520,1,111,125,1213,1241,0.03,-0.02,0.0020833333333333333,0.02734375,0.9213541666666667,0.0007577671494800597,-0.0028353888337733224,0.021205659140832722,0.2002763943746686
44,5512,165360,1,155,166,1257,1282,0.03,-0.02,0.0036458333333333334,0.02890625,0.9169270833333333,0.002089328278088942,-0.0014236600254662335,0.020259834709577262,0.18905511498451233
45,5640,169200,1,200,211,1302,1327,0.03,-0.02,0.0026041666666666665,0.0328125,0.9130208333333333,-0.0007829935057088733,-0.0038654562667943537,0.019847934134304523,0.1954715447500348
46,5768,173040,1,236,249,1338,1365,0.03,-0.02,0.0036458333333333334,0.04088541666666667,0.8942708333333333,0.013942834222689271,-0.00020918602240271866,0.04472704045474529,0.23461428564041853
47,5896,176880,1,281,293,1383,1409,0.03,-0.02,0.0018229166666666667,0.03125,0.91796875,0.0044683087326120585,-0.0035712488388526253,0.02900985290762037,0.18472483102232218
48,6024,180720,1,323,338,1425,1454,0.03,-0.02,0.00234375,0.03203125,0.9216145833333333,0.00033784564584493637,-0.0030153527804941405,0.018916529486887157,0.17443046905100346
49,6152,184560,1,364,378,1466,1494,0.03,-0.02,0.003125,0.026822916666666665,0.9234375,-0.0002062082930933684,-0.0031529266852885485,0.017067208886146545,0.15962531697005033
50,6280,188400,1,402,417,1504,1533,0.03,-0.02,0.0026041666666666665,0.025520833333333333,0.9161458333333333,0.0022406970674637705,-0.0015734665794298053,0.019996982999145985,0.17669507302343845
51,6408,192240,1,433,441,1535,1557,0.03,-0.02,0.0036458333333333334,0.128125,0.8083333333333333,0.01589048223104328,-0.001958205713890493,0.058688777731731534,0.3284485824406147
52,6536,196080,1,456,463,1558,1579,0.03,-0.02,0.008072916666666667,0.27395833333333336,0.6598958333333333,0.011321460362523794,-0.0053695546521339566,0.069650694495067,0.51812375895679
53,6664,199920,1,473,478,1575,1594,0.03,-0.02,0.00859375,0.3763020833333333,0.5526041666666667,0.009985087381210178,-0.0014412271848414093,0.06935855722986162,0.6643703654408455
54,6792,203760,1,489,491,1591,1607,0.03,-0.02,0.009895833333333333,0.42630208333333336,0.4921875,0.008514929097145796,-0.001600322914782737,0.07327215000987053,0.7577378079295158
55,6920,207600,1,494,496,1596,1612,0.03,-0.02,0.009114583333333334,0.61484375,0.31536458333333334,-0.0030626183142885566,-0.0011240767053095624,0.06525329919531941,0.987576887011528
56,7048,211440,1,500,502,1602,1618,0.03,-0.02,0.0140625,0.61015625,0.30963541666666666,-0.019116825656965375,-0.005039517738623545,0.042391578666865826,1.0078027695417404
57,7176,215280,1,506,512,1608,1628,0.03,-0.02,0.013541666666666667,0.5971354166666667,0.31744791666666666,-0.005100092617794871,-0.004679115256294608,0.0686718428041786,0.9930542409420013
58,7304,219120,1,518,522,1620,1638,0.03,-0.02,0.009635416666666667,0.50234375,0.40260416666666665,-4.545645788311958e-05,-0.0033348235010635108,0.06537085329182446,0.8398874215781689
59,7432,222960,1,531,537,1633,1653,0.03,-0.02,0.009375,0.5106770833333333,0.3880208333333333,-0.0022272589849308133,-0.002881229818740394,0.06354819377884269,0.8891464434564114
60,7560,226800,1,556,564,1658,1680,0.03,-0.02,0.0033854166666666668,0.2125,0.6971354166666667,0.03439959906972945,-0.003031518863281235,0.11190563719719648,0.5291914436966181
61,7688,230640,1,594,606,1696,1722,0.03,-0.02,0.0018229166666666667,0.04375,0.8765625,0.014621905866079032,-0.0008667291258461773,0.05267796805128455,0.31000999733805656
62,7816,234480,1,634,645,1736,1761,0.03,-0.02,0.0010416666666666667,0.025,0.8901041666666667,0.0021899607381783426,-0.0038393164359149523,0.031100822961889207,0.2720324136316776
63,7944,238320,1,674,686,1776,1802,0.03,-0.02,0.0020833333333333333,0.03203125,0.8942708333333333,-0.0018824650906026363,-0.0037688867887482047,0.022352336207404733,0.26542133279144764
64,8072,242160,1,711,725,1813,1841,0.03,-0.02,0.0005208333333333333,0.028125,0.88984375,-4.403118509799242e-06,-0.0032499965745955706,0.025905224378220737,0.2773433942347765
65,8200,246000,1,753,766,1855,1882,0.03,-0.02,0.0020833333333333333,0.02421875,0.9125,0.0007771603704895824,-0.0024853563227225095,0.022579774144105613,0.2293534344062209
66,8328,249840,1,794,810,1896,1926,0.03,-0.02,0.0013020833333333333,0.03229166666666667,0.9013020833333333,-0.00026330252876505256,-0.0025553188170306385,0.020113478763960302,0.2218492366373539
67,8456,253680,1,828,841,1930,1957,0.03,-0.02,0.00078125,0.05703125,0.8653645833333333,0.0045282969367690384,-0.004419340562890284,0.03955126297660172,0.3093712292611599
68,8584,257520,1,859,870,1961,1986,0.03,-0.02,0.002864583333333333,0.10546875,0.790625,0.006034568010363728,-0.004712249501608312,0.050149309216067195,0.40936676040291786
69,8712,261360,1,900,912,2002,2028,0.03,-0.02,0.0020833333333333333,0.03307291666666667,0.89609375,0.005764302331954241,-0.002186020097724395,0.03400619770400226,0.25865075550973415
70,8840,265200,1,943,955,2045,2071,0.03,-0.02,0.0036458333333333334,0.0296875,0.9013020833333333,0.0021353302290663123,-0.002370949587202631,0.025413176394067705,0.23429451789706945
71,8968,269040,1,981,995,2083,2111,0.03,-0.02,0.0015625,0.026302083333333334,0.9125,-0.00260895153041929,-0.004728634245111607,0.019082770333625376,0.2120486330240965
72,9096,272880,1,1023,1035,2125,2151,0.03,-0.02,0.0010416666666666667,0.028645833333333332,0.9166666666666666,-0.0015832210192456841,-0.0035298146831337363,0.01802489231340587,0.201881505548954
73,9224,276720,1,1062,1070,2164,2186,0.03,-0.02,0.0013020833333333333,0.036458333333333336,0.8979166666666667,0.0033419697429053485,-0.003981623449362814,0.03216513223014772,0.2502563679590821
74,9352,280560,1,1100,1114,2202,2230,0.03,-0.02,0.0026041666666666665,0.03723958333333333,0.8919270833333334,0.0006676811026409268,-0.002512429200578481,0.02370886690914631,0.24783780612051487
75,9480,284400,1,1137,1153,2239,2269,0.03,-0.02,0.0018229166666666667,0.029947916666666668,0.91171875,-0.0009056369308382273,-0.003375625892658718,0.01965574244968593,0.2102252095937729
76,9608,288240,1,1181,1194,2283,2310,0.03,-0.02,0.0033854166666666668,0.03046875,0.9096354166666667,-0.0008647207578178495,-0.003909244784153998,0.020391246071085334,0.20431712456047535
77,9736,292080,1,1221,1238,2323,2354,0.03,-0.02,0.00078125,0.02890625,0.91640625,-0.0028673598426394165,-0.005037104827351868,0.017855357727967203,0.19308381900191307
78,9864,295920,1,1261,1278,2363,2394,0.03,-0.02,0.0018229166666666667,0.026822916666666665,0.9091145833333333,-0.0033227744279429317,-0.00513116765068844,0.017957045463845134,0.20486084837466478
79,9992,299760,1,1299,1312,2401,2428,0.03,-0.02,0.0013020833333333333,0.03046875,0.8903645833333333,-0.0013776404084637761,-0.006238687172299251,0.02378386294003576,0.2008824311196804
80,10000,300000,2,0,0,2404,2432,0.03,-0.02,0.0,0.016666666666666666,0.9375,1.3258589804172516,-0.00014271499885509797,2.6652159094810486,0.188749048858881
